id_estudiante,genero,estructura_familiar,num_hermanos,nivel_socioeconomico,nivel_educativo_padres,trabaja_estudiante,horas_trabajo_semanal,acceso_internet_hogar,distancia_colegio_km,nivel_autoestima,nivel_ansiedad,nivel_motivacion_escolar,apoyo_familiar_percibido,eventos_estresantes_recientes,relacion_con_companeros,horas_sueño_diarias,consumo_sustancias,participa_actividades_extracurriculares,atencion_psicologica_previa
3653,Femenino,Otros familiares,1,Bajo,Secundaria,0,,0,0.38,3.0,5,2,3,1,Regular,7.9,0,0,0
2630,Femenino,Ambos padres,1,Medio,Superior,0,,0,2.18,,4,2,3,0,Conflictiva,6.0,0,1,0
3244,Femenino,Otros familiares,1,Medio,Secundaria,0,,1,6.01,4.0,4,2,3,1,Buena,5.3,0,1,0
1714,Femenino,Ambos padres,1,Bajo,Secundaria,0,,1,8.99,2.0,3,2,3,1,Conflictiva,6.1,0,0,0
3167,Femenino,Otros familiares,0,Bajo,Sin estudios,0,,1,8.03,3.0,2,3,4,1,Regular,6.1,0,1,1
2011,Femenino,Ambos padres,3,Bajo,,0,,1,2.66,3.0,4,1,3,1,Conflictiva,5.3,0,0,1
2408,Masculino,Tutor,2,Alto,Secundaria,1,10.3,1,2.6,2.0,2,3,4,0,Regular,7.2,0,1,1
3175,Femenino,Un solo padre,0,Alto,Superior,0,,0,2.51,4.0,3,3,3,1,Buena,7.7,0,1,0
3063,Femenino,Un solo padre,1,Bajo,Primaria,0,,1,0.31,3.0,4,3,2,1,Regular,6.4,0,0,0
1240,Femenino,Un solo padre,1,Medio-bajo,Secundaria,0,,1,2.11,4.0,4,2,3,0,Conflictiva,5.3,1,0,0
3390,Femenino,Otros familiares,0,Medio,Superior,0,,1,4.36,4.0,2,3,5,0,Buena,6.5,0,1,0
2358,Femenino,Un solo padre,0,Medio-bajo,Primaria,0,,0,4.13,3.0,3,3,2,1,Regular,6.7,0,1,0
1171,Femenino,Ambos padres,0,Medio,Primaria,0,,1,1.83,3.0,3,3,3,0,Conflictiva,7.4,1,1,0
3081,Masculino,Un solo padre,0,Medio,Secundaria,1,21.1,1,0.31,,2,3,5,0,Regular,5.9,0,1,0
2254,Femenino,Un solo padre,3,Bajo,Secundaria,0,,1,9.56,,3,2,3,1,Conflictiva,5.3,1,1,0
3858,Femenino,Un solo padre,2,Bajo,Secundaria,0,,1,4.42,2.0,5,3,3,1,Conflictiva,8.2,0,0,0
2113,Femenino,Tutor,1,Medio-bajo,Secundaria,1,20.9,1,4.06,2.0,3,3,3,1,Buena,4.6,0,1,0
3493,Masculino,Tutor,2,Medio,Secundaria,1,13.8,0,0.75,4.0,1,5,5,0,Buena,7.3,0,0,0
3942,Femenino,Ambos padres,1,Medio,Secundaria,0,,1,2.61,4.0,2,5,5,1,Buena,8.0,0,0,1
2510,Femenino,Ambos padres,2,Medio,Superior,0,,1,3.63,3.0,3,3,5,1,Regular,6.9,0,0,1
3601,Femenino,Ambos padres,4,Medio-bajo,Primaria,0,,1,2.89,3.0,2,3,3,1,Buena,7.1,0,1,1
3457,Otro,Un solo padre,2,Medio,Primaria,0,,0,1.04,5.0,3,5,3,0,Buena,5.9,0,0,0
2517,Otro,Ambos padres,1,Medio,Superior,0,,1,2.32,3.0,2,5,4,0,Regular,6.7,0,0,0
1942,Femenino,Ambos padres,1,Bajo,Secundaria,0,,0,1.0,4.0,4,2,2,0,Conflictiva,5.6,1,1,1
3782,Femenino,Ambos padres,4,Medio,Superior,0,,1,1.3,5.0,2,4,5,1,Buena,8.0,0,0,0
1388,Masculino,Ambos padres,0,Bajo,Superior,0,,1,5.46,2.0,4,4,4,0,Conflictiva,7.5,0,1,0
3622,Masculino,Un solo padre,2,Medio-bajo,Primaria,1,27.1,0,1.55,2.0,5,2,3,1,Regular,6.0,0,0,0
2347,Femenino,Ambos padres,3,Medio-bajo,Superior,0,,0,5.52,2.0,4,3,4,0,Regular,8.0,0,0,0
2650,Masculino,Ambos padres,1,Medio-bajo,Primaria,0,,1,2.55,2.0,5,2,4,1,Regular,4.4,0,0,0
2897,Masculino,Ambos padres,2,Medio,Secundaria,1,21.5,1,8.05,3.0,4,4,4,0,Buena,6.4,0,0,1
2013,Femenino,Ambos padres,2,Medio,Secundaria,1,16.3,1,2.77,2.0,3,3,4,0,Regular,4.0,0,0,0
3459,Femenino,Un solo padre,3,Medio,Superior,0,,1,0.63,5.0,2,2,3,0,Buena,8.1,0,0,0
1145,Otro,Un solo padre,1,,Superior,0,,0,3.62,3.0,1,3,5,0,Buena,8.7,0,1,1
3772,Femenino,Un solo padre,1,Medio-bajo,Sin estudios,0,,1,2.27,3.0,3,3,5,0,Regular,7.6,0,1,0
3655,Femenino,Ambos padres,0,Medio-bajo,Secundaria,0,,1,4.12,3.0,5,3,4,1,Regular,6.7,0,0,0
2508,Femenino,Ambos padres,1,Medio-bajo,Superior,1,24.5,0,5.23,4.0,4,2,4,0,Conflictiva,5.4,0,0,1
1342,Femenino,Un solo padre,3,Medio-bajo,Secundaria,1,15.1,0,2.71,1.0,4,3,4,1,Regular,8.1,0,1,0
3119,Femenino,Ambos padres,0,Alto,Secundaria,0,,0,0.67,4.0,3,2,3,0,Buena,5.8,0,1,0
2016,Femenino,Ambos padres,2,Alto,Secundaria,0,,1,4.3,3.0,3,3,4,0,Buena,7.4,0,0,1
2410,Femenino,Ambos padres,2,Medio-bajo,Superior,1,18.0,1,5.66,2.0,3,3,5,0,Buena,7.5,0,0,1
1594,Femenino,Ambos padres,1,Bajo,Secundaria,0,,0,0.32,2.0,3,2,3,0,Regular,7.8,0,0,0
1989,Masculino,Ambos padres,1,Medio,Secundaria,0,,1,1.78,4.0,2,3,3,0,Buena,6.3,0,1,1
3649,Masculino,Un solo padre,0,Bajo,Primaria,1,27.6,1,3.52,3.0,4,4,4,1,Regular,5.8,0,1,0
1344,Masculino,Un solo padre,2,Bajo,Superior,1,14.6,1,2.21,5.0,4,2,2,1,Conflictiva,7.0,0,0,0
1460,Femenino,Ambos padres,1,Medio-bajo,Superior,0,,0,0.11,3.0,4,3,5,1,Regular,7.1,0,0,0
3317,Masculino,Un solo padre,0,Medio,Secundaria,0,,1,0.88,4.0,2,5,3,0,Buena,6.4,0,1,0
3731,Masculino,Tutor,2,Alto,Superior,0,,1,2.5,2.0,3,4,3,0,Regular,6.2,0,1,0
1658,Femenino,Otros familiares,1,Medio,Superior,0,,1,0.1,3.0,1,3,5,1,Buena,7.9,0,1,1
1334,Femenino,Ambos padres,0,Medio-bajo,Secundaria,1,20.2,0,0.43,2.0,3,4,3,0,Buena,8.6,0,0,0
1033,Masculino,Tutor,1,Alto,Secundaria,0,,1,0.27,4.0,2,5,4,0,Buena,6.8,0,0,0
2238,Masculino,Un solo padre,2,Bajo,Primaria,0,,1,2.34,5.0,4,4,3,0,Conflictiva,6.3,0,0,0
1855,Femenino,Otros familiares,0,Medio,Superior,0,,1,1.14,3.0,2,5,4,0,Buena,8.0,0,1,0
1331,Otro,Ambos padres,4,Medio-bajo,Secundaria,1,28.8,1,5.03,3.0,5,3,3,0,Conflictiva,5.8,1,0,0
2186,Masculino,Un solo padre,2,Bajo,Secundaria,1,14.3,0,5.08,2.0,4,3,4,1,,4.7,0,0,0
1245,Masculino,Ambos padres,1,Medio-bajo,Secundaria,1,16.1,1,5.35,3.0,2,4,3,0,Buena,5.6,0,1,0
2687,Masculino,Un solo padre,1,Medio-bajo,Secundaria,1,18.7,1,5.24,4.0,4,2,4,0,Conflictiva,4.1,0,1,1
1491,Femenino,Un solo padre,2,Medio,Sin estudios,0,,1,,,2,4,2,0,Regular,7.1,0,1,0
3941,Femenino,Un solo padre,3,Bajo,Sin estudios,1,18.4,1,0.84,4.0,2,2,1,0,Conflictiva,7.4,0,0,0
1233,Masculino,Ambos padres,2,Bajo,Secundaria,0,,0,7.97,2.0,3,1,1,1,Conflictiva,5.3,0,0,0
3556,Masculino,Un solo padre,0,Medio,Superior,0,,1,2.48,3.0,3,4,3,0,Conflictiva,6.5,0,0,0
3913,Masculino,Ambos padres,1,Bajo,Superior,0,,0,4.41,4.0,5,3,5,0,Conflictiva,5.7,0,0,0
3620,Masculino,Un solo padre,1,Bajo,Superior,0,,1,1.16,2.0,3,3,2,1,Conflictiva,4.3,0,0,1
1013,Femenino,Ambos padres,1,Medio-bajo,Superior,1,26.8,0,4.11,2.0,4,2,3,1,Regular,9.3,0,1,0
3730,Femenino,Tutor,3,Bajo,Secundaria,0,,1,5.84,2.0,5,1,1,0,Conflictiva,4.1,0,1,0
1818,Masculino,Ambos padres,1,Medio,Superior,1,19.6,1,0.57,4.0,4,4,4,0,Regular,6.8,0,1,0
1014,Femenino,Ambos padres,2,Bajo,,0,,1,0.66,4.0,3,3,4,1,Conflictiva,3.7,0,0,1
2700,Masculino,Ambos padres,5,Medio,Secundaria,0,,1,0.62,,2,4,3,0,Buena,4.1,1,1,0
1105,Masculino,Un solo padre,1,Medio-bajo,Primaria,0,,1,1.11,3.0,3,2,5,0,Buena,7.2,1,0,1
3739,Otro,Ambos padres,1,Medio-bajo,Secundaria,0,,1,3.86,2.0,3,2,4,1,Conflictiva,7.7,0,0,1
1182,Otro,Ambos padres,3,Bajo,Primaria,1,30.2,0,0.5,3.0,3,2,1,0,Conflictiva,5.3,1,0,0
3584,Masculino,Otros familiares,1,Alto,Secundaria,0,,0,1.97,3.0,3,3,2,1,Buena,7.9,0,0,0
1609,Masculino,Ambos padres,3,Bajo,Secundaria,0,,1,2.31,2.0,4,4,2,1,Conflictiva,7.9,0,0,0
3391,Masculino,Otros familiares,2,Medio,,0,,1,0.1,5.0,4,4,1,1,Buena,8.0,0,1,0
3419,Masculino,Ambos padres,1,Medio,Superior,1,18.6,1,3.32,4.0,2,5,4,0,Regular,7.8,0,0,0
2201,Masculino,Un solo padre,2,Medio,Primaria,1,19.4,1,5.3,3.0,4,1,3,0,Regular,7.3,0,0,0
1655,Masculino,Otros familiares,3,Medio-bajo,Sin estudios,0,,0,4.69,3.0,5,2,1,1,Conflictiva,5.1,0,1,1
2030,Masculino,Ambos padres,3,Medio-bajo,Secundaria,1,27.9,1,3.39,2.0,5,1,3,0,Conflictiva,6.3,0,0,0
2348,Masculino,Un solo padre,1,Medio-bajo,Superior,1,30.8,1,14.46,4.0,5,2,3,0,Buena,7.5,0,0,0
2173,Masculino,Ambos padres,3,Medio,Secundaria,0,,1,4.94,4.0,1,5,3,0,Regular,6.9,0,1,0
3501,Femenino,Ambos padres,4,Medio-bajo,Secundaria,0,,0,2.21,1.0,3,3,2,1,Regular,6.4,0,0,0
1649,Femenino,Ambos padres,1,Bajo,Secundaria,1,16.0,0,0.76,4.0,4,1,3,0,Conflictiva,5.9,0,1,0
1393,Femenino,Ambos padres,1,,Superior,0,,0,3.6,3.0,2,3,5,1,Buena,5.4,0,1,0
2220,Femenino,Ambos padres,4,Medio,Secundaria,0,,1,0.34,5.0,3,3,5,0,Buena,7.6,0,1,0
2022,Femenino,Ambos padres,2,Medio-bajo,Superior,0,,0,2.92,2.0,2,5,2,0,Buena,7.9,0,0,0
2684,Femenino,Un solo padre,1,Alto,Secundaria,0,,0,4.56,4.0,3,4,5,0,Regular,8.5,0,0,0
3060,Femenino,Ambos padres,1,Medio,Secundaria,1,24.1,1,0.1,4.0,3,2,5,0,Buena,8.4,0,1,0
3675,Masculino,Ambos padres,4,Medio,Superior,1,18.5,1,4.37,4.0,4,2,4,1,,6.9,1,0,1
2761,Femenino,Un solo padre,1,Medio,Secundaria,0,,0,1.45,4.0,3,5,4,1,Regular,11.1,0,0,0
1874,Femenino,Ambos padres,5,Alto,Primaria,0,,1,3.95,2.0,1,3,4,0,Buena,9.1,0,1,0
1226,Masculino,Un solo padre,2,Bajo,Superior,0,,1,2.77,4.0,3,3,2,0,Conflictiva,8.4,1,0,0
2671,Masculino,Ambos padres,3,Medio,Primaria,0,,1,1.81,3.0,3,3,4,0,Buena,7.9,0,0,0
2491,Masculino,Ambos padres,1,Medio,Primaria,0,,0,4.89,4.0,1,3,4,0,Buena,8.4,0,0,0
2430,Masculino,Tutor,2,Medio-bajo,Primaria,0,,1,0.16,4.0,3,3,2,1,Regular,7.0,0,0,1
2837,Femenino,Ambos padres,3,Medio-bajo,Secundaria,0,,0,1.11,3.0,2,2,4,1,Buena,6.9,0,1,0
3833,Femenino,Un solo padre,2,Medio,Primaria,0,,1,13.13,3.0,3,3,2,0,Buena,8.6,0,0,0
1760,Masculino,Tutor,4,Alto,Secundaria,0,,0,4.61,4.0,3,4,3,0,Buena,7.1,0,0,1
2223,Masculino,Un solo padre,0,Medio-bajo,Primaria,1,22.6,0,0.76,3.0,4,4,3,0,Regular,5.8,0,1,0
3191,Femenino,Otros familiares,1,Medio,Secundaria,0,,1,11.65,5.0,2,4,5,0,Buena,7.3,0,0,0
1445,Femenino,Ambos padres,1,Medio,Primaria,0,,1,2.68,5.0,2,4,4,1,Regular,8.7,0,1,0
3487,Masculino,Ambos padres,2,Medio-bajo,Primaria,0,,0,5.36,3.0,4,5,4,0,Buena,5.8,0,1,0
3980,Masculino,Ambos padres,0,Bajo,Secundaria,0,,0,2.34,2.0,4,1,1,0,Regular,6.0,1,0,0
3567,Femenino,Un solo padre,1,Alto,Superior,0,,1,2.0,4.0,2,2,4,0,,9.4,0,1,0
3679,Femenino,Otros familiares,0,Medio,Primaria,0,,0,0.44,3.0,3,3,4,1,Regular,4.0,0,0,0
2886,Femenino,Ambos padres,0,Medio,Primaria,1,19.3,0,1.34,3.0,3,4,2,1,Buena,7.5,0,1,1
3757,Femenino,Ambos padres,2,Medio-bajo,Superior,0,,0,1.27,1.0,5,4,3,1,Conflictiva,3.9,0,0,0
2235,Femenino,Un solo padre,1,Alto,Secundaria,0,,1,1.25,3.0,1,3,4,1,Buena,6.0,0,1,0
1966,Otro,Un solo padre,3,Medio,Superior,0,,1,0.44,3.0,3,3,4,1,Regular,6.3,0,1,0
2882,Femenino,Ambos padres,1,Medio,Superior,0,,0,2.97,2.0,2,4,4,1,Regular,6.2,0,0,0
1663,Masculino,Un solo padre,1,Medio-bajo,Primaria,1,24.1,0,3.34,4.0,4,2,4,0,Regular,4.4,0,1,1
1821,Masculino,Un solo padre,1,Medio-bajo,Superior,0,,1,2.99,2.0,3,1,5,0,Regular,6.3,0,1,0
3869,Femenino,Un solo padre,0,Medio-bajo,Secundaria,1,19.2,0,5.46,3.0,4,2,2,0,Conflictiva,6.5,1,1,0
2356,Femenino,Otros familiares,1,Alto,Superior,1,15.7,0,3.29,4.0,3,4,2,0,Buena,10.0,0,1,0
1054,Femenino,Ambos padres,0,Medio,Superior,0,,1,0.1,2.0,3,1,3,1,Regular,5.9,0,0,0
1237,Masculino,Un solo padre,1,Medio-bajo,Primaria,0,,1,1.4,4.0,1,3,4,1,Buena,7.8,0,0,0
3531,Femenino,Ambos padres,2,Medio,Superior,1,19.6,0,0.11,2.0,3,4,5,0,Regular,7.1,0,0,0
2696,Masculino,Otros familiares,3,Medio,Secundaria,0,,1,0.91,3.0,3,3,2,1,Regular,7.2,0,0,0
1313,Masculino,Ambos padres,3,Medio,Superior,0,,1,0.73,2.0,2,4,4,0,Buena,8.1,1,1,0
3953,Femenino,Un solo padre,1,Medio,Secundaria,1,14.3,0,3.69,2.0,3,3,3,0,Conflictiva,6.9,0,1,0
3775,Masculino,Un solo padre,1,Medio-bajo,Sin estudios,0,,1,9.68,4.0,2,2,3,1,Conflictiva,5.6,0,0,1
1386,Masculino,Otros familiares,2,Bajo,Sin estudios,1,19.0,0,,1.0,4,4,2,1,Conflictiva,4.6,0,0,0
3178,Masculino,Ambos padres,2,Bajo,Secundaria,0,,1,4.54,3.0,3,2,1,0,Conflictiva,5.7,1,0,0
1863,Femenino,Un solo padre,3,Medio,Secundaria,0,,0,0.1,3.0,4,3,3,0,Buena,7.3,0,1,0
2475,Masculino,Otros familiares,3,Medio-bajo,Secundaria,0,,0,0.25,4.0,4,2,3,1,Conflictiva,5.0,0,1,1
1362,Femenino,Ambos padres,2,Medio,Secundaria,0,,1,6.19,4.0,2,5,3,0,Buena,5.4,0,0,0
1428,Masculino,Ambos padres,3,Medio-bajo,Secundaria,0,,1,2.31,2.0,3,3,4,0,Conflictiva,5.9,0,1,0
3497,Masculino,Ambos padres,2,Bajo,Secundaria,1,30.6,1,0.71,1.0,5,2,2,0,Conflictiva,5.2,0,0,0
2698,Femenino,Ambos padres,0,Medio,Secundaria,0,,1,1.44,2.0,3,4,3,0,Buena,7.5,0,0,0
2556,Femenino,Un solo padre,1,Medio-bajo,Secundaria,0,,1,0.4,1.0,4,2,2,1,Conflictiva,6.3,0,1,1
3162,Femenino,Ambos padres,2,Alto,Secundaria,1,15.0,1,10.74,4.0,4,2,3,1,Buena,6.9,0,1,0
2619,Masculino,Un solo padre,4,Bajo,Secundaria,1,22.1,0,7.19,3.0,4,2,3,1,Conflictiva,6.7,0,0,1
3238,Masculino,Tutor,3,Medio-bajo,Secundaria,0,,1,1.47,4.0,2,5,4,0,Buena,5.5,0,0,0
3091,Femenino,Un solo padre,4,Medio,Primaria,0,,0,0.14,4.0,1,2,4,0,Buena,8.0,0,1,0
3931,Masculino,Otros familiares,1,Bajo,Superior,1,12.3,1,0.96,4.0,4,2,3,0,Regular,7.1,0,0,0
3292,Masculino,Un solo padre,5,Bajo,Secundaria,0,,1,3.41,2.0,5,1,2,0,Conflictiva,5.9,1,0,0
3681,Masculino,Ambos padres,1,Bajo,Sin estudios,0,,1,0.35,1.0,4,1,2,1,Regular,4.0,0,0,1
1979,Femenino,Un solo padre,2,Bajo,Secundaria,0,,1,4.74,3.0,5,2,2,1,Regular,5.9,0,1,0
3464,Masculino,Otros familiares,0,Bajo,,1,29.9,1,2.96,3.0,4,2,3,1,Conflictiva,7.0,0,0,0
2749,Masculino,Ambos padres,0,Medio,Secundaria,0,,1,1.12,2.0,3,3,1,0,Regular,6.7,0,0,0
3698,Masculino,Un solo padre,11,Medio,Secundaria,0,,1,0.95,5.0,3,5,4,0,Buena,8.1,0,0,0
3907,Masculino,Otros familiares,1,Medio-bajo,Primaria,1,23.4,0,10.08,1.0,2,2,2,1,Regular,8.5,0,0,0
3075,Masculino,Un solo padre,3,Medio,Secundaria,0,,0,1.48,2.0,4,4,4,0,Buena,6.9,0,0,0
1196,Femenino,Ambos padres,0,Alto,Secundaria,0,,1,0.68,5.0,1,4,5,0,Regular,7.4,0,0,1
3813,Femenino,Un solo padre,0,Medio-bajo,Primaria,0,,1,1.31,3.0,4,3,2,0,Conflictiva,6.0,1,1,1
1611,Femenino,Un solo padre,2,Bajo,Superior,0,,1,1.11,3.0,3,3,5,1,Regular,7.5,0,0,0
2582,Femenino,Un solo padre,1,Medio,Superior,0,,0,0.76,5.0,1,3,3,0,Buena,9.5,0,0,0
3892,Masculino,Ambos padres,3,Medio,Primaria,0,,1,1.07,3.0,4,3,3,0,Regular,7.0,0,0,0
1303,Masculino,Ambos padres,0,Bajo,Secundaria,1,35.3,0,0.9,2.0,2,3,3,1,Conflictiva,6.8,0,0,1
2014,Femenino,Un solo padre,0,Medio-bajo,Secundaria,0,,1,0.1,1.0,5,2,2,1,Regular,6.1,0,0,0
3018,Masculino,Ambos padres,2,Medio,Primaria,1,25.8,1,6.92,4.0,3,3,5,0,Regular,6.3,0,1,0
1345,Femenino,Un solo padre,1,,Secundaria,1,14.3,0,0.1,3.0,1,4,4,0,Buena,6.2,0,0,0
2649,Femenino,Ambos padres,1,Medio-bajo,Superior,1,30.0,1,7.1,2.0,5,3,1,0,,3.9,0,0,0
1545,Masculino,Tutor,1,Medio,,0,,1,3.71,4.0,4,3,5,0,Buena,6.7,0,0,1
3321,Femenino,Un solo padre,1,Medio-bajo,Superior,0,,0,2.09,4.0,3,3,4,1,Conflictiva,5.2,0,0,0
3424,Femenino,Ambos padres,2,Medio,Secundaria,0,,0,1.99,3.0,2,2,5,0,Buena,9.7,0,1,0
1179,Femenino,Un solo padre,2,Bajo,Secundaria,1,20.8,1,1.7,3.0,4,2,4,1,Regular,5.8,0,0,1
1589,Masculino,Ambos padres,6,Medio,Superior,0,,0,2.26,3.0,3,4,5,0,,5.8,0,1,0
3689,Masculino,Un solo padre,4,Alto,Primaria,0,,1,,2.0,3,3,3,0,Buena,6.8,0,1,0
1866,Femenino,Ambos padres,0,Medio-bajo,Secundaria,1,23.6,0,2.7,2.0,4,1,1,1,,6.5,0,0,1
1799,Masculino,Ambos padres,2,Bajo,Secundaria,0,,1,2.63,2.0,3,2,1,0,Conflictiva,5.0,0,1,0
3616,Masculino,Ambos padres,0,Bajo,Secundaria,0,,1,4.37,3.0,4,3,4,1,Regular,6.5,0,1,0
1448,Masculino,Ambos padres,0,Medio-bajo,Primaria,0,,1,0.59,3.0,4,4,4,1,Buena,6.0,1,0,0
1796,Masculino,Ambos padres,3,Alto,Superior,1,18.7,1,2.83,5.0,2,3,3,0,Regular,8.8,0,1,0
3109,Femenino,Ambos padres,1,Medio,Primaria,1,15.5,1,2.66,3.0,2,4,4,0,Buena,7.7,0,0,0
2736,Femenino,Ambos padres,0,Bajo,Secundaria,0,,1,10.2,3.0,4,2,3,0,Regular,7.1,0,0,0
3330,Otro,Un solo padre,1,,Secundaria,0,,0,0.29,4.0,3,3,2,1,Conflictiva,5.3,0,0,0
3954,Femenino,Tutor,2,Medio-bajo,Superior,1,26.7,1,10.73,4.0,4,1,1,0,Conflictiva,3.1,0,0,0
2036,Masculino,Un solo padre,3,Medio,Superior,0,,0,6.33,4.0,3,3,2,0,Regular,6.5,0,0,0
1131,Femenino,Un solo padre,1,Alto,Secundaria,0,,1,6.56,4.0,2,4,2,0,Regular,8.8,0,0,0
3971,Femenino,Ambos padres,4,Medio-bajo,Superior,0,,0,3.58,4.0,3,3,2,0,Regular,6.0,0,0,0
1381,Masculino,Ambos padres,2,Medio,Primaria,0,,1,3.01,2.0,4,4,3,1,Regular,7.5,0,1,0
3224,Masculino,Tutor,1,Medio,Primaria,0,,1,3.73,3.0,2,1,4,0,Buena,8.5,0,0,1
1618,Femenino,Tutor,2,Medio,Secundaria,0,,1,0.34,5.0,2,4,4,0,Buena,7.7,0,0,1
1586,Femenino,Un solo padre,1,Medio,Sin estudios,0,,1,2.01,3.0,4,3,2,0,Regular,7.3,0,0,0
2047,Masculino,Ambos padres,0,Medio-bajo,Secundaria,0,,1,3.47,5.0,4,3,2,1,Regular,6.3,0,1,0
1763,Femenino,Un solo padre,2,Medio,Secundaria,0,,0,1.34,4.0,2,5,4,0,Buena,7.8,0,1,0
1617,Masculino,Ambos padres,3,Bajo,Primaria,0,,0,3.26,4.0,4,2,1,1,Regular,6.9,0,0,1
2986,Femenino,Ambos padres,2,,Superior,1,11.8,1,1.33,3.0,2,1,2,1,Conflictiva,6.2,0,0,0
1048,Masculino,Otros familiares,4,Medio,Primaria,0,,1,0.68,5.0,3,3,4,0,Regular,5.5,1,0,0
3866,Masculino,Otros familiares,1,Medio,Secundaria,0,,1,0.1,4.0,3,4,5,1,Buena,7.5,1,1,0
2479,Femenino,Ambos padres,1,Medio,Secundaria,0,,1,0.19,2.0,3,2,4,0,Conflictiva,6.0,0,0,1
1106,Femenino,Ambos padres,3,Medio,Superior,0,,0,0.31,4.0,4,4,4,1,Buena,5.7,0,0,0
2898,Femenino,Ambos padres,2,Medio,,1,12.0,1,7.33,5.0,3,5,3,0,Buena,7.6,0,1,0
2372,Femenino,Otros familiares,3,Bajo,Primaria,0,,0,0.1,3.0,5,3,3,0,Regular,4.6,0,0,1
2458,Femenino,Un solo padre,1,Medio,,1,20.5,0,4.6,4.0,3,3,4,0,Regular,6.6,0,0,0
3255,Femenino,Ambos padres,1,Bajo,Primaria,1,16.1,1,3.54,1.0,5,2,1,0,,4.2,0,0,0
2401,Femenino,Un solo padre,1,Bajo,Primaria,1,21.0,1,0.42,2.0,2,3,3,1,Conflictiva,6.3,0,0,0
1554,Masculino,Un solo padre,1,Bajo,,0,,1,0.57,1.0,5,2,2,0,Regular,4.6,0,0,0
3920,Masculino,Ambos padres,1,Bajo,Superior,1,21.8,0,8.55,1.0,3,3,3,0,Regular,5.8,0,1,0
2821,Otro,Un solo padre,1,Bajo,Secundaria,0,,0,1.36,3.0,4,4,5,1,Conflictiva,5.0,0,0,0
2124,Femenino,Otros familiares,5,Medio-bajo,Primaria,0,,1,1.14,3.0,4,3,4,1,Buena,5.8,0,1,0
1932,Masculino,Otros familiares,2,Medio,Secundaria,0,,1,2.34,4.0,1,5,3,0,Buena,7.8,0,0,0
1427,Masculino,Ambos padres,1,Medio,Secundaria,0,,0,3.72,5.0,2,4,3,0,Buena,5.4,0,0,1
3007,Masculino,Ambos padres,3,Medio-bajo,Secundaria,0,,1,0.17,4.0,3,4,3,0,Buena,6.2,0,0,1
1922,Masculino,Un solo padre,1,Bajo,Superior,0,,1,0.3,2.0,5,3,2,1,Conflictiva,6.6,0,0,1
3922,Masculino,Ambos padres,1,Medio,Secundaria,0,,1,0.9,3.0,2,4,2,0,Buena,8.1,0,1,0
2379,Femenino,Otros familiares,1,Medio-bajo,Sin estudios,1,21.3,0,3.2,3.0,2,2,4,0,,5.9,0,0,0
3448,Masculino,Un solo padre,3,Bajo,,1,19.7,1,0.69,3.0,4,2,5,0,,4.9,0,0,1
2211,Otro,Un solo padre,0,Medio,Secundaria,0,,1,5.3,3.0,3,2,5,0,Regular,6.4,0,0,0
2755,Masculino,Otros familiares,4,Medio,Superior,0,,1,6.03,3.0,2,5,5,1,Buena,8.6,0,0,0
1043,Masculino,Ambos padres,2,Medio-bajo,Sin estudios,0,,1,1.56,2.0,3,2,3,0,Buena,7.1,0,0,1
1895,Femenino,Un solo padre,1,Medio-bajo,Secundaria,1,20.2,1,1.1,3.0,4,4,3,1,Regular,6.5,0,0,0
3656,Femenino,Ambos padres,1,,Superior,1,23.6,0,5.14,3.0,5,4,4,1,Regular,5.8,0,0,0
2994,Femenino,Otros familiares,1,Medio-bajo,Superior,0,,1,4.42,2.0,3,3,4,0,Regular,5.7,0,0,0
1544,Masculino,Tutor,3,Medio-bajo,Superior,0,,0,2.02,3.0,1,2,2,1,Buena,6.4,0,0,1
1626,Masculino,Otros familiares,0,Bajo,Superior,0,,1,0.94,2.0,4,3,3,1,Conflictiva,5.5,0,0,0
2931,Femenino,Otros familiares,0,Bajo,Secundaria,0,,0,6.32,2.0,5,3,2,0,Conflictiva,5.5,0,0,0
1525,Femenino,Ambos padres,1,Alto,Secundaria,1,10.1,1,1.18,4.0,3,1,3,0,Regular,6.9,0,1,0
1042,Femenino,Ambos padres,1,Bajo,Secundaria,1,16.0,0,0.48,2.0,4,3,3,0,Regular,5.3,0,0,1
2477,Femenino,Ambos padres,4,Medio,Secundaria,0,,0,3.37,3.0,3,5,2,0,Buena,6.1,0,1,0
1721,Masculino,Un solo padre,2,Bajo,Secundaria,0,,1,0.62,4.0,4,1,4,0,Conflictiva,6.3,0,0,0
1035,Femenino,Un solo padre,2,Medio,Secundaria,0,,0,0.22,3.0,3,4,4,0,Buena,8.3,0,1,0
1741,Femenino,Un solo padre,4,Medio,Sin estudios,0,,1,1.34,3.0,1,4,3,0,Buena,8.7,0,1,0
1129,Femenino,Tutor,3,Alto,Secundaria,0,,0,6.23,4.0,2,5,4,1,Buena,7.1,0,0,0
3677,Femenino,Ambos padres,3,Bajo,Sin estudios,1,22.7,1,0.88,2.0,3,2,1,0,Conflictiva,7.0,0,0,0
1913,Masculino,Un solo padre,0,Medio-bajo,Secundaria,1,17.9,1,1.07,3.0,3,2,3,1,Regular,7.5,0,1,0
1909,Femenino,Ambos padres,1,Medio,Primaria,1,14.0,1,1.26,4.0,4,4,3,0,Buena,4.9,0,1,0
